nr	nv	nt	capacity
25	3	3	100

node	x	y	a	b	load
p0	76	97	0	999	69
p1	21	3	0	999	75
p2	84	93	0	999	78
p3	94	62	0	999	23
p4	96	99	0	999	62
p5	41	10	0	999	43
p6	28	15	0	999	89
p7	78	12	0	999	5
p8	9	48	0	999	76
p9	53	89	0	999	18
p10	73	27	0	999	66
p11	10	30	0	999	46
p12	85	17	0	999	65
p13	96	19	0	999	67
p14	11	51	0	999	34
p15	64	86	0	999	18
p16	18	1	0	999	58
p17	92	74	0	999	43
p18	55	27	0	999	58
p19	91	76	0	999	33
p20	80	21	0	999	65
p21	73	73	0	999	87
p22	18	1	0	999	95
p23	64	39	0	999	46
p24	67	64	0	999	66
d0	87	14	0	999	-69
d1	23	23	0	999	-75
d2	55	52	0	999	-78
d3	62	92	0	999	-23
d4	61	67	0	999	-62
d5	59	56	0	999	-43
d6	22	20	0	999	-89
d7	55	35	0	999	-5
d8	50	6	0	999	-76
d9	77	1	0	999	-18
d10	44	34	0	999	-66
d11	41	19	0	999	-46
d12	44	38	0	999	-65
d13	21	56	0	999	-67
d14	42	66	0	999	-34
d15	4	49	0	999	-18
d16	10	16	0	999	-58
d17	86	8	0	999	-43
d18	49	56	0	999	-58
d19	44	78	0	999	-33
d20	14	63	0	999	-65
d21	83	2	0	999	-87
d22	19	71	0	999	-95
d23	65	26	0	999	-46
d24	54	25	0	999	-66
o0	57	40	0	999	0
o1	60	2	0	999	0
o2	97	39	0	999	0
e0	82	86	0	999	0
e1	24	42	0	999	0
e2	22	25	0	999	0
t0	61	70	0	999	0
t1	15	65	0	999	0
t2	41	13	0	999	0
