nr	nv	nt	capacity
25	3	3	100

node	x	y	a	b	load
p0	52	68	0	999	84
p1	0	15	0	999	15
p2	77	50	0	999	40
p3	20	87	0	999	40
p4	35	91	0	999	58
p5	87	86	0	999	73
p6	54	8	0	999	94
p7	95	36	0	999	61
p8	1	33	0	999	45
p9	68	76	0	999	9
p10	75	51	0	999	38
p11	22	97	0	999	46
p12	96	79	0	999	98
p13	8	32	0	999	27
p14	69	47	0	999	44
p15	86	7	0	999	41
p16	29	80	0	999	88
p17	87	17	0	999	33
p18	36	6	0	999	47
p19	49	34	0	999	19
p20	74	60	0	999	45
p21	93	88	0	999	90
p22	16	43	0	999	97
p23	72	83	0	999	4
p24	49	16	0	999	11
d0	5	51	0	999	-84
d1	79	22	0	999	-15
d2	6	80	0	999	-40
d3	10	19	0	999	-40
d4	72	70	0	999	-58
d5	61	34	0	999	-73
d6	41	19	0	999	-94
d7	91	18	0	999	-61
d8	68	35	0	999	-45
d9	58	33	0	999	-9
d10	89	81	0	999	-38
d11	64	87	0	999	-46
d12	42	8	0	999	-98
d13	79	77	0	999	-27
d14	92	33	0	999	-44
d15	30	6	0	999	-41
d16	23	74	0	999	-88
d17	11	44	0	999	-33
d18	71	8	0	999	-47
d19	42	93	0	999	-19
d20	45	44	0	999	-45
d21	60	11	0	999	-90
d22	8	27	0	999	-97
d23	63	86	0	999	-4
d24	17	28	0	999	-11
o0	2	91	0	999	0
o1	56	24	0	999	0
o2	31	32	0	999	0
e0	54	55	0	999	0
e1	94	38	0	999	0
e2	0	11	0	999	0
t0	76	92	0	999	0
t1	41	31	0	999	0
t2	9	70	0	999	0
