nr	nv	nt	capacity
25	3	3	100

node	x	y	a	b	load
p0	51	31	0	999	31
p1	29	29	0	999	16
p2	65	82	0	999	84
p3	32	3	0	999	61
p4	80	11	0	999	10
p5	37	10	0	999	14
p6	4	55	0	999	7
p7	73	17	0	999	89
p8	49	39	0	999	25
p9	15	51	0	999	22
p10	91	2	0	999	45
p11	91	55	0	999	79
p12	40	6	0	999	68
p13	92	86	0	999	75
p14	82	86	0	999	62
p15	79	50	0	999	69
p16	37	32	0	999	86
p17	81	37	0	999	56
p18	67	59	0	999	58
p19	46	53	0	999	93
p20	54	95	0	999	63
p21	90	14	0	999	92
p22	73	33	0	999	42
p23	91	95	0	999	19
p24	1	46	0	999	6
d0	93	15	0	999	-31
d1	18	20	0	999	-16
d2	51	29	0	999	-84
d3	88	38	0	999	-61
d4	30	9	0	999	-10
d5	17	49	0	999	-14
d6	75	46	0	999	-7
d7	67	20	0	999	-89
d8	14	31	0	999	-25
d9	87	66	0	999	-22
d10	69	4	0	999	-45
d11	86	55	0	999	-79
d12	8	19	0	999	-68
d13	96	14	0	999	-75
d14	68	80	0	999	-62
d15	91	49	0	999	-69
d16	46	1	0	999	-86
d17	6	28	0	999	-56
d18	12	41	0	999	-58
d19	66	93	0	999	-93
d20	6	1	0	999	-63
d21	1	67	0	999	-92
d22	40	75	0	999	-42
d23	80	98	0	999	-19
d24	61	99	0	999	-6
o0	10	77	0	999	0
o1	99	7	0	999	0
o2	1	25	0	999	0
e0	8	30	0	999	0
e1	8	82	0	999	0
e2	88	26	0	999	0
t0	52	8	0	999	0
t1	98	22	0	999	0
t2	81	90	0	999	0
