nr	nv	nt	capacity
25	3	3	100

node	x	y	a	b	load
p0	70	36	0	999	27
p1	67	65	0	999	84
p2	19	54	0	999	19
p3	18	63	0	999	82
p4	11	98	0	999	83
p5	11	91	0	999	69
p6	94	0	0	999	5
p7	31	26	0	999	10
p8	32	13	0	999	15
p9	45	27	0	999	95
p10	23	18	0	999	5
p11	98	82	0	999	13
p12	68	3	0	999	25
p13	24	84	0	999	7
p14	69	18	0	999	65
p15	68	16	0	999	74
p16	2	9	0	999	96
p17	93	11	0	999	24
p18	39	42	0	999	87
p19	50	72	0	999	91
p20	72	26	0	999	70
p21	21	44	0	999	24
p22	67	61	0	999	59
p23	62	6	0	999	37
p24	71	79	0	999	37
d0	27	89	0	999	-27
d1	42	66	0	999	-84
d2	43	36	0	999	-19
d3	25	96	0	999	-82
d4	15	61	0	999	-83
d5	85	86	0	999	-69
d6	98	16	0	999	-5
d7	16	39	0	999	-10
d8	60	47	0	999	-15
d9	88	26	0	999	-95
d10	1	79	0	999	-5
d11	20	63	0	999	-13
d12	61	60	0	999	-25
d13	2	5	0	999	-7
d14	42	7	0	999	-65
d15	74	4	0	999	-74
d16	12	53	0	999	-96
d17	21	71	0	999	-24
d18	45	23	0	999	-87
d19	29	46	0	999	-91
d20	8	10	0	999	-70
d21	99	68	0	999	-24
d22	64	40	0	999	-59
d23	23	33	0	999	-37
d24	36	91	0	999	-37
o0	84	75	0	999	0
o1	91	78	0	999	0
o2	90	33	0	999	0
e0	4	13	0	999	0
e1	14	28	0	999	0
e2	58	38	0	999	0
t0	15	75	0	999	0
t1	50	31	0	999	0
t2	48	60	0	999	0
