nr	nv	nt	capacity
25	3	3	100

node	x	y	a	b	load
p0	53	41	0	999	44
p1	42	14	0	999	68
p2	25	98	0	999	86
p3	55	44	0	999	53
p4	68	80	0	999	26
p5	23	66	0	999	52
p6	73	9	0	999	10
p7	9	82	0	999	50
p8	1	72	0	999	17
p9	71	92	0	999	8
p10	44	50	0	999	9
p11	33	51	0	999	32
p12	42	99	0	999	73
p13	91	27	0	999	58
p14	59	86	0	999	63
p15	12	24	0	999	64
p16	36	70	0	999	66
p17	98	46	0	999	9
p18	33	56	0	999	76
p19	65	4	0	999	16
p20	65	30	0	999	61
p21	26	43	0	999	79
p22	68	91	0	999	4
p23	72	98	0	999	60
p24	88	46	0	999	91
d0	84	75	0	999	-44
d1	93	69	0	999	-68
d2	14	67	0	999	-86
d3	55	0	0	999	-53
d4	53	13	0	999	-26
d5	11	27	0	999	-52
d6	98	94	0	999	-10
d7	20	25	0	999	-50
d8	72	23	0	999	-17
d9	81	74	0	999	-8
d10	80	36	0	999	-9
d11	91	40	0	999	-32
d12	72	7	0	999	-73
d13	65	26	0	999	-58
d14	91	50	0	999	-63
d15	0	38	0	999	-64
d16	12	23	0	999	-66
d17	24	80	0	999	-9
d18	41	81	0	999	-76
d19	98	74	0	999	-16
d20	80	98	0	999	-61
d21	76	19	0	999	-79
d22	66	60	0	999	-4
d23	56	57	0	999	-60
d24	1	81	0	999	-91
o0	52	38	0	999	0
o1	39	92	0	999	0
o2	13	50	0	999	0
e0	45	99	0	999	0
e1	45	39	0	999	0
e2	54	64	0	999	0
t0	38	17	0	999	0
t1	18	85	0	999	0
t2	99	38	0	999	0
