nr	nv	nt	capacity
25	3	3	100

node	x	y	a	b	load
p0	0	96	0	999	24
p1	49	38	0	999	52
p2	24	32	0	999	57
p3	74	75	0	999	96
p4	48	60	0	999	93
p5	35	64	0	999	50
p6	82	6	0	999	70
p7	10	97	0	999	66
p8	28	32	0	999	5
p9	9	8	0	999	52
p10	6	15	0	999	58
p11	15	51	0	999	3
p12	0	24	0	999	32
p13	87	27	0	999	95
p14	42	66	0	999	38
p15	66	16	0	999	90
p16	67	94	0	999	88
p17	21	12	0	999	9
p18	3	63	0	999	54
p19	31	90	0	999	65
p20	35	26	0	999	36
p21	60	54	0	999	60
p22	80	25	0	999	89
p23	81	51	0	999	22
p24	49	43	0	999	88
d0	86	23	0	999	-24
d1	37	38	0	999	-52
d2	45	56	0	999	-57
d3	54	75	0	999	-96
d4	6	91	0	999	-93
d5	55	54	0	999	-50
d6	30	42	0	999	-70
d7	45	77	0	999	-66
d8	33	96	0	999	-5
d9	72	76	0	999	-52
d10	15	3	0	999	-58
d11	13	19	0	999	-3
d12	43	5	0	999	-32
d13	2	61	0	999	-95
d14	61	3	0	999	-38
d15	83	3	0	999	-90
d16	63	41	0	999	-88
d17	81	23	0	999	-9
d18	12	71	0	999	-54
d19	95	43	0	999	-65
d20	68	56	0	999	-36
d21	43	2	0	999	-60
d22	25	40	0	999	-89
d23	77	51	0	999	-22
d24	0	90	0	999	-88
o0	79	52	0	999	0
o1	4	83	0	999	0
o2	10	7	0	999	0
e0	78	80	0	999	0
e1	27	93	0	999	0
e2	43	4	0	999	0
t0	52	1	0	999	0
t1	93	77	0	999	0
t2	30	75	0	999	0
