nr	nv	nt	capacity
25	3	3	100

node	x	y	a	b	load
p0	87	84	0	999	40
p1	81	71	0	999	64
p2	92	54	0	999	56
p3	59	49	0	999	89
p4	22	72	0	999	72
p5	14	71	0	999	45
p6	79	45	0	999	65
p7	67	8	0	999	33
p8	62	11	0	999	2
p9	10	26	0	999	43
p10	48	47	0	999	55
p11	60	56	0	999	8
p12	28	96	0	999	33
p13	69	28	0	999	36
p14	34	16	0	999	22
p15	22	73	0	999	84
p16	6	18	0	999	81
p17	52	51	0	999	53
p18	12	91	0	999	59
p19	29	2	0	999	27
p20	44	46	0	999	57
p21	47	45	0	999	53
p22	56	88	0	999	96
p23	5	40	0	999	97
p24	61	26	0	999	38
d0	28	33	0	999	-40
d1	29	16	0	999	-64
d2	31	24	0	999	-56
d3	35	90	0	999	-89
d4	85	39	0	999	-72
d5	3	44	0	999	-45
d6	18	86	0	999	-65
d7	22	48	0	999	-33
d8	58	53	0	999	-2
d9	72	38	0	999	-43
d10	6	99	0	999	-55
d11	65	87	0	999	-8
d12	26	80	0	999	-33
d13	70	2	0	999	-36
d14	56	72	0	999	-22
d15	12	91	0	999	-84
d16	8	37	0	999	-81
d17	14	64	0	999	-53
d18	39	96	0	999	-59
d19	70	65	0	999	-27
d20	34	60	0	999	-57
d21	94	55	0	999	-53
d22	51	89	0	999	-96
d23	32	98	0	999	-97
d24	53	82	0	999	-38
o0	87	5	0	999	0
o1	85	73	0	999	0
o2	52	19	0	999	0
e0	7	36	0	999	0
e1	97	60	0	999	0
e2	78	69	0	999	0
t0	36	27	0	999	0
t1	60	20	0	999	0
t2	73	8	0	999	0
