nr	nv	nt	capacity
15	2	1	100

node	x	y	a	b	load
p0	96	45	0	999	85
p1	17	47	0	999	66
p2	72	47	0	999	89
p3	91	68	0	999	24
p4	98	86	0	999	51
p5	35	98	0	999	34
p6	54	74	0	999	74
p7	11	54	0	999	26
p8	28	34	0	999	53
p9	78	29	0	999	68
p10	76	91	0	999	87
p11	79	77	0	999	89
p12	98	34	0	999	24
p13	50	10	0	999	95
p14	65	68	0	999	2
d0	43	6	0	999	-85
d1	58	63	0	999	-66
d2	84	41	0	999	-89
d3	14	96	0	999	-24
d4	92	69	0	999	-51
d5	11	63	0	999	-34
d6	8	16	0	999	-74
d7	80	76	0	999	-26
d8	60	3	0	999	-53
d9	62	78	0	999	-68
d10	80	29	0	999	-87
d11	22	92	0	999	-89
d12	81	92	0	999	-24
d13	50	96	0	999	-95
d14	4	10	0	999	-2
o0	82	72	0	999	0
o1	70	48	0	999	0
e0	1	9	0	999	0
e1	4	32	0	999	0
t0	72	6	0	999	0
