nr	nv	nt	capacity
15	2	1	100

node	x	y	a	b	load
p0	15	80	0	999	58
p1	64	54	0	999	86
p2	13	46	0	999	55
p3	85	31	0	999	35
p4	13	5	0	999	90
p5	46	63	0	999	84
p6	35	73	0	999	92
p7	11	16	0	999	92
p8	26	81	0	999	32
p9	54	47	0	999	24
p10	11	76	0	999	89
p11	24	86	0	999	66
p12	45	60	0	999	18
p13	3	42	0	999	37
p14	14	37	0	999	46
d0	49	8	0	999	-58
d1	72	25	0	999	-86
d2	48	30	0	999	-55
d3	24	22	0	999	-35
d4	71	34	0	999	-90
d5	15	93	0	999	-84
d6	34	97	0	999	-92
d7	46	26	0	999	-92
d8	43	62	0	999	-32
d9	46	18	0	999	-24
d10	49	74	0	999	-89
d11	1	25	0	999	-66
d12	55	2	0	999	-18
d13	15	63	0	999	-37
d14	52	92	0	999	-46
o0	31	23	0	999	0
o1	85	50	0	999	0
e0	68	68	0	999	0
e1	57	17	0	999	0
t0	27	17	0	999	0
