nr	nv	nt	capacity
15	2	1	100

node	x	y	a	b	load
p0	49	2	0	999	94
p1	88	43	0	999	98
p2	64	61	0	999	13
p3	24	58	0	999	16
p4	65	80	0	999	45
p5	0	68	0	999	69
p6	88	80	0	999	85
p7	91	40	0	999	30
p8	2	0	0	999	89
p9	40	32	0	999	95
p10	62	70	0	999	63
p11	22	75	0	999	35
p12	64	91	0	999	69
p13	44	79	0	999	93
p14	0	83	0	999	84
d0	95	45	0	999	-94
d1	34	87	0	999	-98
d2	57	14	0	999	-13
d3	48	3	0	999	-16
d4	25	8	0	999	-45
d5	57	44	0	999	-69
d6	51	30	0	999	-85
d7	84	99	0	999	-30
d8	64	46	0	999	-89
d9	25	97	0	999	-95
d10	25	25	0	999	-63
d11	98	70	0	999	-35
d12	38	80	0	999	-69
d13	15	43	0	999	-93
d14	42	57	0	999	-84
o0	19	0	0	999	0
o1	15	75	0	999	0
e0	89	27	0	999	0
e1	53	66	0	999	0
t0	77	28	0	999	0
