nr	nv	nt	capacity
15	2	1	100

node	x	y	a	b	load
p0	7	18	0	999	37
p1	18	40	0	999	44
p2	71	70	0	999	75
p3	31	91	0	999	36
p4	30	89	0	999	45
p5	37	65	0	999	45
p6	31	59	0	999	92
p7	65	2	0	999	26
p8	71	74	0	999	60
p9	84	33	0	999	74
p10	43	26	0	999	55
p11	93	7	0	999	88
p12	62	37	0	999	94
p13	5	24	0	999	73
p14	22	6	0	999	36
d0	68	90	0	999	-37
d1	63	70	0	999	-44
d2	86	1	0	999	-75
d3	10	60	0	999	-36
d4	92	51	0	999	-45
d5	93	65	0	999	-45
d6	78	71	0	999	-92
d7	87	40	0	999	-26
d8	35	56	0	999	-60
d9	98	52	0	999	-74
d10	78	97	0	999	-55
d11	92	10	0	999	-88
d12	75	11	0	999	-94
d13	94	56	0	999	-73
d14	67	72	0	999	-36
o0	94	15	0	999	0
o1	62	30	0	999	0
e0	3	85	0	999	0
e1	89	30	0	999	0
t0	87	6	0	999	0
