nr	nv	nt	capacity
15	2	1	100

node	x	y	a	b	load
p0	65	95	0	999	10
p1	4	1	0	999	27
p2	41	88	0	999	90
p3	62	50	0	999	92
p4	14	87	0	999	90
p5	19	3	0	999	95
p6	59	58	0	999	53
p7	80	21	0	999	41
p8	74	58	0	999	9
p9	38	11	0	999	7
p10	32	61	0	999	79
p11	61	18	0	999	62
p12	11	65	0	999	10
p13	8	99	0	999	10
p14	23	34	0	999	6
d0	62	81	0	999	-10
d1	58	8	0	999	-27
d2	52	13	0	999	-90
d3	68	78	0	999	-92
d4	27	16	0	999	-90
d5	33	14	0	999	-95
d6	51	70	0	999	-53
d7	5	68	0	999	-41
d8	23	98	0	999	-9
d9	83	62	0	999	-7
d10	76	28	0	999	-79
d11	65	47	0	999	-62
d12	63	32	0	999	-10
d13	1	58	0	999	-10
d14	4	44	0	999	-6
o0	86	34	0	999	0
o1	84	45	0	999	0
e0	71	45	0	999	0
e1	68	7	0	999	0
t0	16	14	0	999	0
