nr	nv	nt	capacity
30	2	2	100

node	x	y	a	b	load
p0	93	40	0	999	31
p1	29	0	0	999	96
p2	49	5	0	999	26
p3	97	49	0	999	33
p4	46	5	0	999	64
p5	13	27	0	999	30
p6	70	77	0	999	11
p7	24	85	0	999	40
p8	78	69	0	999	9
p9	54	7	0	999	11
p10	76	73	0	999	51
p11	6	84	0	999	51
p12	33	72	0	999	52
p13	37	43	0	999	89
p14	89	24	0	999	59
p15	92	66	0	999	15
p16	42	44	0	999	23
p17	10	95	0	999	14
p18	95	44	0	999	54
p19	46	4	0	999	41
p20	50	36	0	999	19
p21	18	66	0	999	37
p22	80	6	0	999	21
p23	86	80	0	999	33
p24	63	49	0	999	36
p25	83	24	0	999	11
p26	96	3	0	999	92
p27	43	2	0	999	22
p28	30	36	0	999	25
p29	88	59	0	999	71
d0	8	61	0	999	-31
d1	41	33	0	999	-96
d2	54	13	0	999	-26
d3	5	88	0	999	-33
d4	65	1	0	999	-64
d5	47	85	0	999	-30
d6	72	98	0	999	-11
d7	64	86	0	999	-40
d8	34	96	0	999	-9
d9	92	91	0	999	-11
d10	14	5	0	999	-51
d11	20	28	0	999	-51
d12	60	79	0	999	-52
d13	61	59	0	999	-89
d14	79	92	0	999	-59
d15	12	15	0	999	-15
d16	13	12	0	999	-23
d17	26	11	0	999	-14
d18	2	43	0	999	-54
d19	24	34	0	999	-41
d20	2	34	0	999	-19
d21	52	35	0	999	-37
d22	74	31	0	999	-21
d23	43	87	0	999	-33
d24	18	10	0	999	-36
d25	6	34	0	999	-11
d26	89	9	0	999	-92
d27	47	71	0	999	-22
d28	98	92	0	999	-25
d29	9	63	0	999	-71
o0	21	17	0	999	0
o1	50	17	0	999	0
e0	31	26	0	999	0
e1	23	11	0	999	0
t0	9	62	0	999	0
t1	60	5	0	999	0
