nr	nv	nt	capacity
30	2	2	100

node	x	y	a	b	load
p0	15	41	0	999	87
p1	18	18	0	999	13
p2	34	42	0	999	9
p3	31	26	0	999	72
p4	70	63	0	999	42
p5	4	73	0	999	20
p6	19	11	0	999	61
p7	24	68	0	999	42
p8	84	23	0	999	22
p9	80	95	0	999	56
p10	14	1	0	999	92
p11	38	61	0	999	64
p12	65	28	0	999	60
p13	23	34	0	999	4
p14	77	60	0	999	99
p15	30	31	0	999	94
p16	26	94	0	999	96
p17	13	18	0	999	70
p18	82	31	0	999	76
p19	75	80	0	999	40
p20	46	46	0	999	71
p21	11	13	0	999	58
p22	39	67	0	999	26
p23	69	7	0	999	54
p24	86	83	0	999	66
p25	90	6	0	999	47
p26	89	80	0	999	74
p27	90	15	0	999	4
p28	25	85	0	999	93
p29	93	89	0	999	5
d0	6	16	0	999	-87
d1	41	99	0	999	-13
d2	5	68	0	999	-9
d3	49	23	0	999	-72
d4	69	41	0	999	-42
d5	52	66	0	999	-20
d6	78	6	0	999	-61
d7	33	57	0	999	-42
d8	78	96	0	999	-22
d9	73	16	0	999	-56
d10	16	98	0	999	-92
d11	44	57	0	999	-64
d12	82	87	0	999	-60
d13	66	25	0	999	-4
d14	1	77	0	999	-99
d15	85	55	0	999	-94
d16	21	49	0	999	-96
d17	14	56	0	999	-70
d18	73	59	0	999	-76
d19	41	75	0	999	-40
d20	53	12	0	999	-71
d21	87	3	0	999	-58
d22	30	35	0	999	-26
d23	3	22	0	999	-54
d24	86	45	0	999	-66
d25	45	64	0	999	-47
d26	47	5	0	999	-74
d27	79	8	0	999	-4
d28	13	96	0	999	-93
d29	44	35	0	999	-5
o0	64	43	0	999	0
o1	87	97	0	999	0
e0	12	25	0	999	0
e1	12	96	0	999	0
t0	45	42	0	999	0
t1	31	59	0	999	0
