nr	nv	nt	capacity
30	2	2	100

node	x	y	a	b	load
p0	21	53	0	999	71
p1	67	26	0	999	72
p2	56	63	0	999	8
p3	55	69	0	999	58
p4	90	42	0	999	14
p5	39	54	0	999	81
p6	93	37	0	999	30
p7	18	11	0	999	26
p8	93	41	0	999	23
p9	81	32	0	999	65
p10	0	77	0	999	19
p11	45	71	0	999	66
p12	87	82	0	999	30
p13	16	56	0	999	29
p14	27	91	0	999	12
p15	67	45	0	999	7
p16	8	95	0	999	44
p17	53	3	0	999	21
p18	79	74	0	999	1
p19	39	60	0	999	5
p20	17	73	0	999	80
p21	42	36	0	999	36
p22	45	23	0	999	5
p23	60	11	0	999	51
p24	4	17	0	999	86
p25	57	20	0	999	17
p26	12	58	0	999	22
p27	78	83	0	999	19
p28	77	18	0	999	58
p29	92	34	0	999	69
d0	4	34	0	999	-71
d1	79	78	0	999	-72
d2	40	36	0	999	-8
d3	45	99	0	999	-58
d4	61	10	0	999	-14
d5	85	46	0	999	-81
d6	69	92	0	999	-30
d7	44	8	0	999	-26
d8	21	28	0	999	-23
d9	24	59	0	999	-65
d10	47	85	0	999	-19
d11	12	23	0	999	-66
d12	42	81	0	999	-30
d13	90	25	0	999	-29
d14	58	36	0	999	-12
d15	29	34	0	999	-7
d16	80	35	0	999	-44
d17	3	58	0	999	-21
d18	84	43	0	999	-1
d19	84	45	0	999	-5
d20	25	24	0	999	-80
d21	60	65	0	999	-36
d22	76	63	0	999	-5
d23	97	11	0	999	-51
d24	35	91	0	999	-86
d25	28	19	0	999	-17
d26	36	96	0	999	-22
d27	88	92	0	999	-19
d28	25	36	0	999	-58
d29	87	81	0	999	-69
o0	75	1	0	999	0
o1	19	55	0	999	0
e0	68	57	0	999	0
e1	35	61	0	999	0
t0	88	89	0	999	0
t1	29	58	0	999	0
