nr	nv	nt	capacity
25	2	1	100

node	x	y	a	b	load
p0	3	31	0	999	58
p1	31	99	0	999	58
p2	59	94	0	999	98
p3	61	67	0	999	37
p4	85	40	0	999	22
p5	61	33	0	999	47
p6	93	80	0	999	19
p7	34	83	0	999	15
p8	56	96	0	999	11
p9	10	47	0	999	78
p10	84	23	0	999	35
p11	64	51	0	999	33
p12	76	68	0	999	10
p13	76	33	0	999	96
p14	75	74	0	999	47
p15	16	83	0	999	9
p16	65	59	0	999	63
p17	59	51	0	999	65
p18	94	75	0	999	78
p19	66	80	0	999	45
p20	77	59	0	999	21
p21	18	57	0	999	34
p22	49	99	0	999	74
p23	58	69	0	999	13
p24	79	25	0	999	19
d0	32	18	0	999	-58
d1	71	19	0	999	-58
d2	24	1	0	999	-98
d3	41	17	0	999	-37
d4	25	82	0	999	-22
d5	42	80	0	999	-47
d6	92	96	0	999	-19
d7	79	47	0	999	-15
d8	72	30	0	999	-11
d9	92	75	0	999	-78
d10	42	59	0	999	-35
d11	74	42	0	999	-33
d12	42	22	0	999	-10
d13	4	93	0	999	-96
d14	95	92	0	999	-47
d15	17	34	0	999	-9
d16	68	31	0	999	-63
d17	78	10	0	999	-65
d18	66	76	0	999	-78
d19	85	49	0	999	-45
d20	50	9	0	999	-21
d21	87	57	0	999	-34
d22	7	18	0	999	-74
d23	70	5	0	999	-13
d24	2	16	0	999	-19
o0	21	88	0	999	0
o1	41	85	0	999	0
e0	24	59	0	999	0
e1	55	98	0	999	0
t0	85	56	0	999	0
