nr	nv	nt	capacity
25	2	1	100

node	x	y	a	b	load
p0	8	26	0	999	67
p1	80	32	0	999	79
p2	75	13	0	999	78
p3	67	89	0	999	67
p4	38	62	0	999	14
p5	28	11	0	999	60
p6	53	18	0	999	94
p7	85	64	0	999	64
p8	12	37	0	999	53
p9	97	34	0	999	86
p10	70	53	0	999	33
p11	30	63	0	999	19
p12	23	11	0	999	71
p13	41	14	0	999	93
p14	76	1	0	999	37
p15	40	45	0	999	37
p16	47	75	0	999	8
p17	84	14	0	999	71
p18	48	7	0	999	69
p19	95	35	0	999	24
p20	32	44	0	999	86
p21	92	77	0	999	2
p22	19	74	0	999	56
p23	84	30	0	999	41
p24	87	57	0	999	44
d0	58	61	0	999	-67
d1	96	66	0	999	-79
d2	39	61	0	999	-78
d3	45	50	0	999	-67
d4	8	75	0	999	-14
d5	16	67	0	999	-60
d6	23	90	0	999	-94
d7	47	85	0	999	-64
d8	85	38	0	999	-53
d9	47	49	0	999	-86
d10	30	57	0	999	-33
d11	67	53	0	999	-19
d12	67	57	0	999	-71
d13	38	15	0	999	-93
d14	99	82	0	999	-37
d15	93	71	0	999	-37
d16	33	14	0	999	-8
d17	3	53	0	999	-71
d18	68	17	0	999	-69
d19	19	83	0	999	-24
d20	22	84	0	999	-86
d21	72	47	0	999	-2
d22	39	88	0	999	-56
d23	88	43	0	999	-41
d24	43	56	0	999	-44
o0	49	59	0	999	0
o1	93	85	0	999	0
e0	36	93	0	999	0
e1	16	38	0	999	0
t0	26	15	0	999	0
