nr	nv	nt	capacity
25	2	1	100

node	x	y	a	b	load
p0	30	70	0	999	26
p1	11	86	0	999	95
p2	71	33	0	999	56
p3	9	22	0	999	19
p4	63	78	0	999	28
p5	6	23	0	999	75
p6	18	21	0	999	98
p7	5	77	0	999	40
p8	48	38	0	999	61
p9	71	66	0	999	4
p10	99	39	0	999	40
p11	43	79	0	999	59
p12	33	24	0	999	36
p13	88	72	0	999	99
p14	54	63	0	999	52
p15	16	76	0	999	1
p16	36	48	0	999	72
p17	74	41	0	999	99
p18	36	74	0	999	58
p19	8	23	0	999	39
p20	3	12	0	999	39
p21	57	52	0	999	11
p22	50	1	0	999	50
p23	15	59	0	999	90
p24	58	90	0	999	60
d0	6	11	0	999	-26
d1	80	81	0	999	-95
d2	95	47	0	999	-56
d3	67	83	0	999	-19
d4	80	86	0	999	-28
d5	27	28	0	999	-75
d6	15	58	0	999	-98
d7	13	32	0	999	-40
d8	98	76	0	999	-61
d9	93	2	0	999	-4
d10	36	49	0	999	-40
d11	94	18	0	999	-59
d12	40	77	0	999	-36
d13	32	19	0	999	-99
d14	56	1	0	999	-52
d15	10	23	0	999	-1
d16	94	56	0	999	-72
d17	76	59	0	999	-99
d18	76	68	0	999	-58
d19	64	5	0	999	-39
d20	69	22	0	999	-39
d21	75	57	0	999	-11
d22	23	14	0	999	-50
d23	50	98	0	999	-90
d24	43	93	0	999	-60
o0	24	90	0	999	0
o1	88	34	0	999	0
e0	51	45	0	999	0
e1	38	97	0	999	0
t0	50	25	0	999	0
