nr	nv	nt	capacity
25	2	1	100

node	x	y	a	b	load
p0	68	29	0	999	52
p1	33	44	0	999	59
p2	63	87	0	999	24
p3	93	78	0	999	47
p4	67	20	0	999	23
p5	17	63	0	999	18
p6	46	31	0	999	55
p7	42	28	0	999	23
p8	33	70	0	999	96
p9	50	59	0	999	17
p10	32	21	0	999	63
p11	60	71	0	999	73
p12	36	44	0	999	62
p13	29	28	0	999	35
p14	48	24	0	999	7
p15	15	27	0	999	21
p16	33	6	0	999	22
p17	24	39	0	999	24
p18	84	32	0	999	75
p19	75	15	0	999	72
p20	48	71	0	999	17
p21	91	51	0	999	15
p22	89	51	0	999	58
p23	96	87	0	999	55
p24	51	96	0	999	76
d0	74	83	0	999	-52
d1	23	27	0	999	-59
d2	89	14	0	999	-24
d3	39	77	0	999	-47
d4	62	31	0	999	-23
d5	45	6	0	999	-18
d6	20	37	0	999	-55
d7	64	96	0	999	-23
d8	57	53	0	999	-96
d9	73	1	0	999	-17
d10	58	74	0	999	-63
d11	21	73	0	999	-73
d12	5	88	0	999	-62
d13	64	90	0	999	-35
d14	97	87	0	999	-7
d15	52	0	0	999	-21
d16	79	62	0	999	-22
d17	93	81	0	999	-24
d18	50	29	0	999	-75
d19	4	33	0	999	-72
d20	22	30	0	999	-17
d21	76	17	0	999	-15
d22	59	42	0	999	-58
d23	98	39	0	999	-55
d24	19	58	0	999	-76
o0	56	71	0	999	0
o1	60	81	0	999	0
e0	53	93	0	999	0
e1	58	18	0	999	0
t0	6	90	0	999	0
