nr	nv	nt	capacity
20	3	3	100

node	x	y	a	b	load
p0	51	44	0	999	96
p1	61	44	0	999	79
p2	67	17	0	999	28
p3	65	79	0	999	65
p4	99	32	0	999	65
p5	20	86	0	999	80
p6	17	73	0	999	91
p7	32	76	0	999	87
p8	25	6	0	999	98
p9	4	47	0	999	45
p10	17	24	0	999	46
p11	71	75	0	999	68
p12	21	76	0	999	19
p13	48	0	0	999	54
p14	40	90	0	999	47
p15	61	64	0	999	39
p16	57	7	0	999	59
p17	20	15	0	999	43
p18	1	50	0	999	24
p19	29	22	0	999	93
d0	42	38	0	999	-96
d1	79	25	0	999	-79
d2	34	76	0	999	-28
d3	87	72	0	999	-65
d4	81	71	0	999	-65
d5	12	30	0	999	-80
d6	83	40	0	999	-91
d7	58	0	0	999	-87
d8	20	87	0	999	-98
d9	18	27	0	999	-45
d10	97	32	0	999	-46
d11	29	47	0	999	-68
d12	8	74	0	999	-19
d13	33	8	0	999	-54
d14	17	22	0	999	-47
d15	40	54	0	999	-39
d16	73	44	0	999	-59
d17	20	73	0	999	-43
d18	51	23	0	999	-24
d19	36	21	0	999	-93
o0	57	0	0	999	0
o1	18	98	0	999	0
o2	58	99	0	999	0
e0	47	5	0	999	0
e1	11	35	0	999	0
e2	70	64	0	999	0
t0	47	78	0	999	0
t1	56	91	0	999	0
t2	53	47	0	999	0
