nr	nv	nt	capacity
20	3	3	100

node	x	y	a	b	load
p0	10	23	0	999	64
p1	27	12	0	999	83
p2	81	23	0	999	64
p3	23	78	0	999	93
p4	74	82	0	999	32
p5	15	12	0	999	89
p6	78	99	0	999	33
p7	90	44	0	999	57
p8	53	26	0	999	82
p9	31	48	0	999	52
p10	55	28	0	999	50
p11	80	40	0	999	64
p12	86	17	0	999	44
p13	44	56	0	999	38
p14	34	70	0	999	78
p15	87	33	0	999	69
p16	32	74	0	999	96
p17	4	68	0	999	61
p18	72	69	0	999	57
p19	81	35	0	999	16
d0	52	59	0	999	-64
d1	36	10	0	999	-83
d2	60	47	0	999	-64
d3	36	86	0	999	-93
d4	51	83	0	999	-32
d5	80	49	0	999	-89
d6	44	55	0	999	-33
d7	9	42	0	999	-57
d8	98	61	0	999	-82
d9	56	46	0	999	-52
d10	36	27	0	999	-50
d11	39	9	0	999	-64
d12	62	68	0	999	-44
d13	48	70	0	999	-38
d14	27	78	0	999	-78
d15	35	19	0	999	-69
d16	2	16	0	999	-96
d17	62	11	0	999	-61
d18	25	98	0	999	-57
d19	80	51	0	999	-16
o0	2	27	0	999	0
o1	56	83	0	999	0
o2	63	58	0	999	0
e0	72	35	0	999	0
e1	27	23	0	999	0
e2	80	44	0	999	0
t0	28	29	0	999	0
t1	93	22	0	999	0
t2	92	37	0	999	0
