nr	nv	nt	capacity
20	3	3	100

node	x	y	a	b	load
p0	13	65	0	999	25
p1	79	47	0	999	72
p2	32	97	0	999	33
p3	14	57	0	999	94
p4	33	10	0	999	47
p5	58	57	0	999	94
p6	35	67	0	999	79
p7	72	74	0	999	97
p8	28	15	0	999	18
p9	84	54	0	999	31
p10	27	47	0	999	76
p11	20	15	0	999	59
p12	56	93	0	999	62
p13	98	56	0	999	68
p14	68	47	0	999	73
p15	5	9	0	999	5
p16	78	71	0	999	49
p17	58	83	0	999	48
p18	28	94	0	999	29
p19	25	18	0	999	22
d0	47	19	0	999	-25
d1	91	96	0	999	-72
d2	84	17	0	999	-33
d3	16	48	0	999	-94
d4	95	54	0	999	-47
d5	92	8	0	999	-94
d6	45	39	0	999	-79
d7	37	11	0	999	-97
d8	90	49	0	999	-18
d9	29	73	0	999	-31
d10	32	59	0	999	-76
d11	76	81	0	999	-59
d12	45	99	0	999	-62
d13	40	82	0	999	-68
d14	81	46	0	999	-73
d15	24	37	0	999	-5
d16	57	53	0	999	-49
d17	77	24	0	999	-48
d18	29	79	0	999	-29
d19	27	32	0	999	-22
o0	71	27	0	999	0
o1	80	88	0	999	0
o2	26	63	0	999	0
e0	30	2	0	999	0
e1	31	46	0	999	0
e2	15	96	0	999	0
t0	34	96	0	999	0
t1	50	56	0	999	0
t2	70	37	0	999	0
