nr	nv	nt	capacity
20	3	3	100

node	x	y	a	b	load
p0	17	54	0	999	13
p1	98	53	0	999	80
p2	60	25	0	999	64
p3	27	42	0	999	55
p4	63	3	0	999	51
p5	36	57	0	999	91
p6	36	33	0	999	50
p7	92	62	0	999	17
p8	97	36	0	999	6
p9	13	80	0	999	8
p10	33	35	0	999	24
p11	34	62	0	999	95
p12	99	42	0	999	20
p13	19	30	0	999	77
p14	2	81	0	999	20
p15	89	17	0	999	91
p16	72	47	0	999	66
p17	4	68	0	999	93
p18	68	69	0	999	32
p19	74	28	0	999	32
d0	86	63	0	999	-13
d1	79	84	0	999	-80
d2	68	44	0	999	-64
d3	13	98	0	999	-55
d4	13	10	0	999	-51
d5	16	35	0	999	-91
d6	12	51	0	999	-50
d7	67	89	0	999	-17
d8	77	96	0	999	-6
d9	89	15	0	999	-8
d10	57	15	0	999	-24
d11	74	35	0	999	-95
d12	64	6	0	999	-20
d13	54	58	0	999	-77
d14	96	56	0	999	-20
d15	96	26	0	999	-91
d16	21	48	0	999	-66
d17	68	67	0	999	-93
d18	74	41	0	999	-32
d19	49	19	0	999	-32
o0	83	14	0	999	0
o1	53	6	0	999	0
o2	71	13	0	999	0
e0	86	59	0	999	0
e1	98	60	0	999	0
e2	17	1	0	999	0
t0	69	31	0	999	0
t1	29	29	0	999	0
t2	29	57	0	999	0
