nr	nv	nt	capacity
20	3	3	100

node	x	y	a	b	load
p0	14	31	0	999	71
p1	23	19	0	999	71
p2	51	61	0	999	40
p3	27	34	0	999	47
p4	50	31	0	999	17
p5	14	57	0	999	87
p6	0	2	0	999	72
p7	54	89	0	999	66
p8	15	96	0	999	84
p9	45	12	0	999	73
p10	22	10	0	999	59
p11	20	35	0	999	60
p12	48	11	0	999	23
p13	60	11	0	999	35
p14	97	31	0	999	49
p15	22	51	0	999	54
p16	70	5	0	999	38
p17	87	59	0	999	47
p18	99	5	0	999	78
p19	5	68	0	999	28
d0	79	8	0	999	-71
d1	36	86	0	999	-71
d2	33	6	0	999	-40
d3	12	32	0	999	-47
d4	20	30	0	999	-17
d5	56	32	0	999	-87
d6	64	38	0	999	-72
d7	95	39	0	999	-66
d8	34	76	0	999	-84
d9	37	65	0	999	-73
d10	97	82	0	999	-59
d11	61	7	0	999	-60
d12	10	28	0	999	-23
d13	92	26	0	999	-35
d14	9	43	0	999	-49
d15	11	88	0	999	-54
d16	87	89	0	999	-38
d17	94	81	0	999	-47
d18	49	60	0	999	-78
d19	57	50	0	999	-28
o0	82	33	0	999	0
o1	12	20	0	999	0
o2	80	62	0	999	0
e0	85	39	0	999	0
e1	21	29	0	999	0
e2	25	98	0	999	0
t0	57	51	0	999	0
t1	98	86	0	999	0
t2	12	66	0	999	0
