nr	nv	nt	capacity
20	3	3	100

node	x	y	a	b	load
p0	10	5	0	999	9
p1	3	59	0	999	84
p2	70	87	0	999	59
p3	91	48	0	999	37
p4	73	33	0	999	51
p5	58	22	0	999	63
p6	5	27	0	999	36
p7	53	3	0	999	90
p8	94	99	0	999	45
p9	47	60	0	999	6
p10	38	40	0	999	68
p11	87	46	0	999	45
p12	46	9	0	999	91
p13	39	61	0	999	3
p14	98	39	0	999	56
p15	44	84	0	999	27
p16	41	33	0	999	42
p17	88	83	0	999	14
p18	95	63	0	999	33
p19	59	64	0	999	38
d0	0	72	0	999	-9
d1	76	79	0	999	-84
d2	78	2	0	999	-59
d3	85	56	0	999	-37
d4	97	70	0	999	-51
d5	70	97	0	999	-63
d6	67	41	0	999	-36
d7	44	11	0	999	-90
d8	5	33	0	999	-45
d9	98	25	0	999	-6
d10	9	40	0	999	-68
d11	92	31	0	999	-45
d12	21	61	0	999	-91
d13	11	63	0	999	-3
d14	66	48	0	999	-56
d15	65	9	0	999	-27
d16	59	51	0	999	-42
d17	37	63	0	999	-14
d18	15	57	0	999	-33
d19	20	62	0	999	-38
o0	99	16	0	999	0
o1	21	59	0	999	0
o2	70	33	0	999	0
e0	48	78	0	999	0
e1	69	52	0	999	0
e2	17	70	0	999	0
t0	18	68	0	999	0
t1	83	78	0	999	0
t2	73	87	0	999	0
