nr	nv	nt	capacity
10	2	2	100

node	x	y	a	b	load
p0	2	13	0	999	45
p1	2	13	0	999	10
p2	70	20	0	999	84
p3	29	86	0	999	23
p4	80	4	0	999	36
p5	9	97	0	999	10
p6	22	16	0	999	95
p7	77	4	0	999	8
p8	94	43	0	999	53
p9	97	30	0	999	69
d0	76	82	0	999	-45
d1	23	88	0	999	-10
d2	63	32	0	999	-84
d3	39	54	0	999	-23
d4	76	87	0	999	-36
d5	33	24	0	999	-10
d6	62	69	0	999	-95
d7	34	80	0	999	-8
d8	5	77	0	999	-53
d9	97	92	0	999	-69
o0	13	98	0	999	0
o1	13	73	0	999	0
e0	14	35	0	999	0
e1	63	23	0	999	0
t0	4	65	0	999	0
t1	79	68	0	999	0
