nr	nv	nt	capacity
10	2	2	100

node	x	y	a	b	load
p0	8	82	0	999	40
p1	17	50	0	999	24
p2	0	17	0	999	73
p3	39	17	0	999	96
p4	72	60	0	999	90
p5	41	27	0	999	12
p6	60	55	0	999	64
p7	5	11	0	999	69
p8	58	64	0	999	77
p9	51	45	0	999	6
d0	13	33	0	999	-40
d1	73	99	0	999	-24
d2	1	72	0	999	-73
d3	61	20	0	999	-96
d4	51	71	0	999	-90
d5	85	44	0	999	-12
d6	4	98	0	999	-64
d7	93	92	0	999	-69
d8	58	96	0	999	-77
d9	18	34	0	999	-6
o0	18	26	0	999	0
o1	1	85	0	999	0
e0	39	35	0	999	0
e1	92	39	0	999	0
t0	69	1	0	999	0
t1	51	34	0	999	0
