nr	nv	nt	capacity
10	2	2	100

node	x	y	a	b	load
p0	18	49	0	999	37
p1	26	26	0	999	99
p2	94	39	0	999	22
p3	73	39	0	999	65
p4	64	96	0	999	42
p5	91	22	0	999	69
p6	6	81	0	999	95
p7	72	87	0	999	92
p8	54	71	0	999	93
p9	49	13	0	999	31
d0	51	39	0	999	-37
d1	28	31	0	999	-99
d2	2	48	0	999	-22
d3	27	81	0	999	-65
d4	68	17	0	999	-42
d5	52	75	0	999	-69
d6	22	39	0	999	-95
d7	93	89	0	999	-92
d8	45	91	0	999	-93
d9	94	6	0	999	-31
o0	1	30	0	999	0
o1	75	1	0	999	0
e0	37	17	0	999	0
e1	23	13	0	999	0
t0	63	66	0	999	0
t1	63	13	0	999	0
