nr	nv	nt	capacity
10	2	2	100

node	x	y	a	b	load
p0	68	28	0	999	83
p1	35	38	0	999	97
p2	22	86	0	999	97
p3	99	10	0	999	2
p4	39	50	0	999	9
p5	78	2	0	999	75
p6	77	46	0	999	24
p7	46	6	0	999	25
p8	31	9	0	999	70
p9	67	55	0	999	72
d0	31	62	0	999	-83
d1	74	22	0	999	-97
d2	65	19	0	999	-97
d3	17	47	0	999	-2
d4	86	16	0	999	-9
d5	99	2	0	999	-75
d6	70	0	0	999	-24
d7	59	75	0	999	-25
d8	95	13	0	999	-70
d9	67	13	0	999	-72
o0	24	32	0	999	0
o1	97	41	0	999	0
e0	29	65	0	999	0
e1	15	69	0	999	0
t0	88	39	0	999	0
t1	89	47	0	999	0
