nr	nv	nt	capacity
12	2	1	100

node	x	y	a	b	load
p0	59	35	0	999	34
p1	19	91	0	999	14
p2	92	53	0	999	56
p3	11	5	0	999	12
p4	75	8	0	999	69
p5	23	63	0	999	77
p6	72	36	0	999	10
p7	17	31	0	999	28
p8	55	14	0	999	67
p9	19	36	0	999	97
p10	69	61	0	999	50
p11	46	86	0	999	63
d0	80	64	0	999	-34
d1	72	68	0	999	-14
d2	90	40	0	999	-56
d3	50	1	0	999	-12
d4	8	58	0	999	-69
d5	47	49	0	999	-77
d6	37	64	0	999	-10
d7	49	13	0	999	-28
d8	38	33	0	999	-67
d9	68	7	0	999	-97
d10	12	65	0	999	-50
d11	43	80	0	999	-63
o0	72	24	0	999	0
o1	93	46	0	999	0
e0	90	15	0	999	0
e1	89	7	0	999	0
t0	2	85	0	999	0
