nr	nv	nt	capacity
12	2	1	100

node	x	y	a	b	load
p0	3	92	0	999	30
p1	80	57	0	999	55
p2	29	18	0	999	18
p3	83	7	0	999	81
p4	11	51	0	999	84
p5	10	37	0	999	3
p6	93	43	0	999	94
p7	5	87	0	999	25
p8	2	39	0	999	66
p9	58	58	0	999	67
p10	39	28	0	999	93
p11	38	51	0	999	71
d0	7	79	0	999	-30
d1	80	33	0	999	-55
d2	82	55	0	999	-18
d3	42	33	0	999	-81
d4	74	45	0	999	-84
d5	43	28	0	999	-3
d6	80	28	0	999	-94
d7	34	51	0	999	-25
d8	84	3	0	999	-66
d9	38	55	0	999	-67
d10	0	27	0	999	-93
d11	89	4	0	999	-71
o0	6	88	0	999	0
o1	64	31	0	999	0
e0	30	74	0	999	0
e1	15	33	0	999	0
t0	96	10	0	999	0
