nr	nv	nt	capacity
12	2	1	100

node	x	y	a	b	load
p0	34	25	0	999	90
p1	64	4	0	999	9
p2	80	43	0	999	48
p3	57	67	0	999	95
p4	16	83	0	999	71
p5	34	44	0	999	79
p6	96	57	0	999	67
p7	67	10	0	999	66
p8	63	95	0	999	48
p9	19	71	0	999	95
p10	97	12	0	999	67
p11	53	13	0	999	75
d0	91	92	0	999	-90
d1	47	40	0	999	-9
d2	62	4	0	999	-48
d3	43	60	0	999	-95
d4	17	17	0	999	-71
d5	15	6	0	999	-79
d6	26	65	0	999	-67
d7	65	59	0	999	-66
d8	56	76	0	999	-48
d9	56	56	0	999	-95
d10	2	51	0	999	-67
d11	27	48	0	999	-75
o0	47	33	0	999	0
o1	56	15	0	999	0
e0	57	27	0	999	0
e1	53	54	0	999	0
t0	81	43	0	999	0
