nr	nv	nt	capacity
12	2	1	100

node	x	y	a	b	load
p0	16	19	0	999	84
p1	9	65	0	999	16
p2	31	71	0	999	86
p3	73	12	0	999	31
p4	18	76	0	999	75
p5	3	52	0	999	58
p6	1	43	0	999	20
p7	3	89	0	999	94
p8	41	63	0	999	82
p9	69	77	0	999	85
p10	83	69	0	999	89
p11	28	17	0	999	17
d0	1	24	0	999	-84
d1	86	93	0	999	-16
d2	28	36	0	999	-86
d3	94	20	0	999	-31
d4	9	21	0	999	-75
d5	2	92	0	999	-58
d6	39	59	0	999	-20
d7	39	63	0	999	-94
d8	43	16	0	999	-82
d9	62	4	0	999	-85
d10	42	96	0	999	-89
d11	55	13	0	999	-17
o0	20	45	0	999	0
o1	68	93	0	999	0
e0	39	86	0	999	0
e1	0	43	0	999	0
t0	8	51	0	999	0
