nr	nv	nt	capacity
12	2	1	100

node	x	y	a	b	load
p0	15	52	0	999	72
p1	66	26	0	999	49
p2	20	17	0	999	47
p3	31	0	0	999	74
p4	63	17	0	999	15
p5	16	74	0	999	69
p6	29	28	0	999	75
p7	76	45	0	999	46
p8	1	99	0	999	26
p9	16	67	0	999	69
p10	57	60	0	999	93
p11	78	38	0	999	72
d0	25	2	0	999	-72
d1	82	55	0	999	-49
d2	27	83	0	999	-47
d3	30	50	0	999	-74
d4	31	13	0	999	-15
d5	49	20	0	999	-69
d6	17	74	0	999	-75
d7	26	46	0	999	-46
d8	69	7	0	999	-26
d9	57	50	0	999	-69
d10	68	38	0	999	-93
d11	73	52	0	999	-72
o0	6	66	0	999	0
o1	4	36	0	999	0
e0	23	8	0	999	0
e1	43	68	0	999	0
t0	41	62	0	999	0
