nr	nv	nt	capacity
12	2	1	100

node	x	y	a	b	load
p0	20	13	0	999	4
p1	14	5	0	999	91
p2	40	24	0	999	93
p3	38	68	0	999	29
p4	40	69	0	999	96
p5	93	80	0	999	76
p6	97	78	0	999	73
p7	86	89	0	999	74
p8	39	25	0	999	14
p9	9	96	0	999	79
p10	52	26	0	999	48
p11	59	68	0	999	34
d0	13	3	0	999	-4
d1	25	46	0	999	-91
d2	61	55	0	999	-93
d3	74	83	0	999	-29
d4	46	35	0	999	-96
d5	8	37	0	999	-76
d6	76	71	0	999	-73
d7	76	57	0	999	-74
d8	66	22	0	999	-14
d9	60	96	0	999	-79
d10	12	98	0	999	-48
d11	3	91	0	999	-34
o0	66	4	0	999	0
o1	84	35	0	999	0
e0	15	54	0	999	0
e1	40	40	0	999	0
t0	20	17	0	999	0
