nr	nv	nt	capacity
15	2	2	100

node	x	y	a	b	load
p0	7	4	0	999	77
p1	43	10	0	999	92
p2	77	42	0	999	38
p3	74	69	0	999	21
p4	16	4	0	999	74
p5	54	91	0	999	14
p6	12	3	0	999	91
p7	56	1	0	999	75
p8	33	16	0	999	45
p9	72	60	0	999	66
p10	99	23	0	999	90
p11	41	42	0	999	76
p12	39	67	0	999	3
p13	4	74	0	999	52
p14	10	72	0	999	79
d0	88	0	0	999	-77
d1	43	6	0	999	-92
d2	74	14	0	999	-38
d3	20	73	0	999	-21
d4	10	28	0	999	-74
d5	99	1	0	999	-14
d6	45	36	0	999	-91
d7	35	93	0	999	-75
d8	60	84	0	999	-45
d9	98	16	0	999	-66
d10	13	62	0	999	-90
d11	19	92	0	999	-76
d12	21	47	0	999	-3
d13	65	52	0	999	-52
d14	31	32	0	999	-79
o0	76	4	0	999	0
o1	78	21	0	999	0
e0	98	75	0	999	0
e1	6	28	0	999	0
t0	23	71	0	999	0
t1	74	84	0	999	0
