nr	nv	nt	capacity
15	2	2	100

node	x	y	a	b	load
p0	42	5	0	999	35
p1	51	79	0	999	98
p2	49	15	0	999	38
p3	38	89	0	999	68
p4	84	7	0	999	19
p5	68	35	0	999	47
p6	92	97	0	999	74
p7	60	77	0	999	66
p8	50	79	0	999	77
p9	85	34	0	999	85
p10	6	1	0	999	91
p11	8	69	0	999	22
p12	93	8	0	999	54
p13	92	56	0	999	67
p14	41	96	0	999	74
d0	51	41	0	999	-35
d1	81	65	0	999	-98
d2	67	55	0	999	-38
d3	33	58	0	999	-68
d4	95	47	0	999	-19
d5	10	73	0	999	-47
d6	91	70	0	999	-74
d7	20	18	0	999	-66
d8	53	62	0	999	-77
d9	11	19	0	999	-85
d10	80	72	0	999	-91
d11	58	85	0	999	-22
d12	82	20	0	999	-54
d13	93	11	0	999	-67
d14	59	48	0	999	-74
o0	46	28	0	999	0
o1	96	73	0	999	0
e0	75	34	0	999	0
e1	42	62	0	999	0
t0	7	5	0	999	0
t1	38	27	0	999	0
