nr	nv	nt	capacity
15	2	2	100

node	x	y	a	b	load
p0	42	87	0	999	31
p1	97	68	0	999	80
p2	70	7	0	999	64
p3	68	35	0	999	14
p4	77	69	0	999	40
p5	78	78	0	999	7
p6	61	16	0	999	44
p7	48	82	0	999	60
p8	65	28	0	999	73
p9	3	68	0	999	92
p10	13	14	0	999	96
p11	59	11	0	999	58
p12	70	11	0	999	79
p13	23	5	0	999	43
p14	66	68	0	999	19
d0	0	31	0	999	-31
d1	70	67	0	999	-80
d2	78	31	0	999	-64
d3	58	52	0	999	-14
d4	59	51	0	999	-40
d5	43	14	0	999	-7
d6	66	11	0	999	-44
d7	94	66	0	999	-60
d8	77	77	0	999	-73
d9	80	37	0	999	-92
d10	31	37	0	999	-96
d11	40	93	0	999	-58
d12	39	86	0	999	-79
d13	1	46	0	999	-43
d14	56	83	0	999	-19
o0	18	74	0	999	0
o1	70	57	0	999	0
e0	20	38	0	999	0
e1	95	3	0	999	0
t0	27	4	0	999	0
t1	93	16	0	999	0
