nr	nv	nt	capacity
15	2	2	100

node	x	y	a	b	load
p0	25	81	0	999	38
p1	67	38	0	999	40
p2	83	27	0	999	89
p3	58	51	0	999	50
p4	74	17	0	999	22
p5	40	28	0	999	74
p6	84	99	0	999	41
p7	35	6	0	999	67
p8	25	66	0	999	64
p9	19	48	0	999	69
p10	95	34	0	999	21
p11	12	72	0	999	92
p12	93	95	0	999	7
p13	42	99	0	999	41
p14	69	6	0	999	80
d0	72	16	0	999	-38
d1	59	80	0	999	-40
d2	4	88	0	999	-89
d3	50	65	0	999	-50
d4	37	50	0	999	-22
d5	46	65	0	999	-74
d6	33	36	0	999	-41
d7	56	2	0	999	-67
d8	74	34	0	999	-64
d9	15	17	0	999	-69
d10	52	42	0	999	-21
d11	88	7	0	999	-92
d12	68	68	0	999	-7
d13	20	43	0	999	-41
d14	28	65	0	999	-80
o0	92	26	0	999	0
o1	83	39	0	999	0
e0	26	59	0	999	0
e1	36	56	0	999	0
t0	57	90	0	999	0
t1	54	19	0	999	0
