nr	nv	nt	capacity
15	2	2	100

node	x	y	a	b	load
p0	46	30	0	999	28
p1	31	20	0	999	28
p2	73	90	0	999	53
p3	21	82	0	999	87
p4	76	74	0	999	63
p5	19	70	0	999	58
p6	92	54	0	999	69
p7	45	74	0	999	54
p8	14	42	0	999	17
p9	33	3	0	999	65
p10	85	8	0	999	37
p11	50	35	0	999	83
p12	11	59	0	999	51
p13	12	95	0	999	50
p14	6	10	0	999	22
d0	79	74	0	999	-28
d1	2	48	0	999	-28
d2	72	78	0	999	-53
d3	89	16	0	999	-87
d4	0	21	0	999	-63
d5	20	54	0	999	-58
d6	35	24	0	999	-69
d7	30	13	0	999	-54
d8	47	32	0	999	-17
d9	18	44	0	999	-65
d10	93	75	0	999	-37
d11	32	64	0	999	-83
d12	61	96	0	999	-51
d13	41	10	0	999	-50
d14	45	91	0	999	-22
o0	69	20	0	999	0
o1	55	13	0	999	0
e0	63	57	0	999	0
e1	44	15	0	999	0
t0	57	87	0	999	0
t1	78	44	0	999	0
