nr	nv	nt	capacity
15	2	2	100

node	x	y	a	b	load
p0	41	35	0	999	68
p1	37	27	0	999	78
p2	13	96	0	999	39
p3	1	7	0	999	86
p4	28	67	0	999	19
p5	18	53	0	999	96
p6	74	77	0	999	88
p7	7	56	0	999	84
p8	99	95	0	999	83
p9	19	78	0	999	18
p10	64	78	0	999	78
p11	18	65	0	999	6
p12	86	13	0	999	94
p13	58	76	0	999	45
p14	7	72	0	999	5
d0	44	29	0	999	-68
d1	69	94	0	999	-78
d2	31	30	0	999	-39
d3	52	92	0	999	-86
d4	18	18	0	999	-19
d5	48	80	0	999	-96
d6	75	18	0	999	-88
d7	48	61	0	999	-84
d8	60	37	0	999	-83
d9	0	38	0	999	-18
d10	24	7	0	999	-78
d11	98	2	0	999	-6
d12	10	47	0	999	-94
d13	31	55	0	999	-45
d14	74	38	0	999	-5
o0	47	3	0	999	0
o1	5	68	0	999	0
e0	35	53	0	999	0
e1	39	49	0	999	0
t0	92	28	0	999	0
t1	26	15	0	999	0
