nr	nv	nt	capacity
15	2	2	100

node	x	y	a	b	load
p0	3	47	0	999	25
p1	35	37	0	999	43
p2	33	51	0	999	51
p3	53	81	0	999	95
p4	2	23	0	999	70
p5	54	26	0	999	57
p6	59	80	0	999	19
p7	54	22	0	999	43
p8	64	80	0	999	94
p9	88	50	0	999	34
p10	64	98	0	999	43
p11	10	33	0	999	90
p12	7	56	0	999	62
p13	19	67	0	999	33
p14	30	18	0	999	90
d0	46	40	0	999	-25
d1	8	20	0	999	-43
d2	62	9	0	999	-51
d3	57	83	0	999	-95
d4	14	58	0	999	-70
d5	50	46	0	999	-57
d6	80	59	0	999	-19
d7	79	80	0	999	-43
d8	37	79	0	999	-94
d9	93	81	0	999	-34
d10	3	60	0	999	-43
d11	13	64	0	999	-90
d12	83	65	0	999	-62
d13	84	11	0	999	-33
d14	22	31	0	999	-90
o0	2	76	0	999	0
o1	64	18	0	999	0
e0	25	26	0	999	0
e1	24	24	0	999	0
t0	36	83	0	999	0
t1	54	63	0	999	0
