nr	nv	nt	capacity
30	3	3	100

node	x	y	a	b	load
p0	62	25	0	999	29
p1	19	97	0	999	58
p2	67	92	0	999	7
p3	25	92	0	999	54
p4	34	25	0	999	47
p5	18	31	0	999	96
p6	70	3	0	999	8
p7	16	27	0	999	73
p8	51	51	0	999	39
p9	54	52	0	999	47
p10	29	24	0	999	88
p11	41	24	0	999	20
p12	33	24	0	999	71
p13	3	69	0	999	69
p14	98	86	0	999	52
p15	8	84	0	999	26
p16	23	44	0	999	1
p17	20	34	0	999	67
p18	30	83	0	999	21
p19	39	44	0	999	53
p20	34	76	0	999	43
p21	72	40	0	999	77
p22	47	24	0	999	4
p23	42	48	0	999	65
p24	87	23	0	999	4
p25	68	3	0	999	25
p26	44	50	0	999	4
p27	6	24	0	999	18
p28	59	60	0	999	26
p29	46	79	0	999	7
d0	11	48	0	999	-29
d1	98	87	0	999	-58
d2	38	3	0	999	-7
d3	22	93	0	999	-54
d4	33	3	0	999	-47
d5	97	47	0	999	-96
d6	13	29	0	999	-8
d7	52	53	0	999	-73
d8	13	45	0	999	-39
d9	94	13	0	999	-47
d10	39	79	0	999	-88
d11	38	42	0	999	-20
d12	50	7	0	999	-71
d13	19	32	0	999	-69
d14	90	10	0	999	-52
d15	92	69	0	999	-26
d16	7	5	0	999	-1
d17	45	28	0	999	-67
d18	88	45	0	999	-21
d19	65	9	0	999	-53
d20	45	76	0	999	-43
d21	10	38	0	999	-77
d22	56	96	0	999	-4
d23	70	87	0	999	-65
d24	45	50	0	999	-4
d25	57	14	0	999	-25
d26	46	79	0	999	-4
d27	78	25	0	999	-18
d28	8	16	0	999	-26
d29	82	75	0	999	-7
o0	3	30	0	999	0
o1	54	15	0	999	0
o2	85	64	0	999	0
e0	69	89	0	999	0
e1	99	54	0	999	0
e2	95	88	0	999	0
t0	24	50	0	999	0
t1	66	55	0	999	0
t2	76	90	0	999	0
