nr	nv	nt	capacity
30	3	3	100

node	x	y	a	b	load
p0	71	14	0	999	18
p1	42	65	0	999	6
p2	35	58	0	999	57
p3	84	89	0	999	25
p4	11	48	0	999	25
p5	35	29	0	999	57
p6	13	42	0	999	93
p7	49	68	0	999	11
p8	30	38	0	999	57
p9	13	2	0	999	76
p10	72	44	0	999	87
p11	34	78	0	999	51
p12	89	20	0	999	28
p13	95	91	0	999	26
p14	19	63	0	999	55
p15	47	2	0	999	51
p16	71	47	0	999	74
p17	74	89	0	999	37
p18	64	76	0	999	95
p19	47	85	0	999	29
p20	85	29	0	999	81
p21	37	81	0	999	55
p22	83	40	0	999	55
p23	72	66	0	999	22
p24	5	85	0	999	84
p25	9	12	0	999	89
p26	44	58	0	999	38
p27	68	74	0	999	87
p28	89	22	0	999	69
p29	10	83	0	999	30
d0	58	43	0	999	-18
d1	32	71	0	999	-6
d2	30	10	0	999	-57
d3	47	68	0	999	-25
d4	95	96	0	999	-25
d5	27	14	0	999	-57
d6	80	74	0	999	-93
d7	63	31	0	999	-11
d8	69	66	0	999	-57
d9	8	45	0	999	-76
d10	80	39	0	999	-87
d11	62	75	0	999	-51
d12	30	20	0	999	-28
d13	85	8	0	999	-26
d14	25	77	0	999	-55
d15	37	83	0	999	-51
d16	6	44	0	999	-74
d17	69	12	0	999	-37
d18	59	14	0	999	-95
d19	63	78	0	999	-29
d20	26	47	0	999	-81
d21	87	59	0	999	-55
d22	0	86	0	999	-55
d23	68	69	0	999	-22
d24	84	35	0	999	-84
d25	79	35	0	999	-89
d26	87	91	0	999	-38
d27	69	51	0	999	-87
d28	83	28	0	999	-69
d29	38	48	0	999	-30
o0	46	66	0	999	0
o1	37	50	0	999	0
o2	0	69	0	999	0
e0	33	4	0	999	0
e1	37	44	0	999	0
e2	29	54	0	999	0
t0	70	51	0	999	0
t1	52	41	0	999	0
t2	18	8	0	999	0
