nr	nv	nt	capacity
30	3	3	100

node	x	y	a	b	load
p0	91	94	0	999	32
p1	45	40	0	999	93
p2	80	53	0	999	74
p3	84	99	0	999	96
p4	56	22	0	999	54
p5	12	30	0	999	76
p6	70	43	0	999	88
p7	8	12	0	999	44
p8	16	29	0	999	99
p9	92	92	0	999	20
p10	44	29	0	999	82
p11	0	25	0	999	57
p12	98	8	0	999	21
p13	20	92	0	999	92
p14	56	5	0	999	15
p15	47	19	0	999	77
p16	18	3	0	999	54
p17	58	72	0	999	40
p18	68	21	0	999	25
p19	65	93	0	999	69
p20	62	17	0	999	78
p21	47	2	0	999	48
p22	68	36	0	999	49
p23	19	10	0	999	68
p24	81	68	0	999	34
p25	3	69	0	999	40
p26	29	98	0	999	15
p27	27	68	0	999	69
p28	75	95	0	999	93
p29	19	30	0	999	32
d0	88	72	0	999	-32
d1	88	45	0	999	-93
d2	41	78	0	999	-74
d3	0	3	0	999	-96
d4	87	92	0	999	-54
d5	79	47	0	999	-76
d6	62	21	0	999	-88
d7	14	55	0	999	-44
d8	43	61	0	999	-99
d9	65	29	0	999	-20
d10	51	74	0	999	-82
d11	92	39	0	999	-57
d12	45	10	0	999	-21
d13	56	15	0	999	-92
d14	27	58	0	999	-15
d15	79	63	0	999	-77
d16	75	76	0	999	-54
d17	83	38	0	999	-40
d18	31	31	0	999	-25
d19	99	2	0	999	-69
d20	24	70	0	999	-78
d21	39	27	0	999	-48
d22	1	95	0	999	-49
d23	45	32	0	999	-68
d24	19	26	0	999	-34
d25	4	95	0	999	-40
d26	14	99	0	999	-15
d27	82	26	0	999	-69
d28	9	4	0	999	-93
d29	64	25	0	999	-32
o0	49	91	0	999	0
o1	47	34	0	999	0
o2	43	55	0	999	0
e0	20	49	0	999	0
e1	28	82	0	999	0
e2	16	23	0	999	0
t0	41	25	0	999	0
t1	33	41	0	999	0
t2	64	3	0	999	0
