nr	nv	nt	capacity
30	3	3	100

node	x	y	a	b	load
p0	39	1	0	999	78
p1	74	65	0	999	76
p2	46	87	0	999	14
p3	57	95	0	999	31
p4	35	8	0	999	33
p5	32	48	0	999	83
p6	53	2	0	999	5
p7	24	14	0	999	44
p8	29	50	0	999	82
p9	28	18	0	999	76
p10	63	30	0	999	27
p11	39	40	0	999	99
p12	86	9	0	999	27
p13	97	95	0	999	76
p14	38	11	0	999	11
p15	45	58	0	999	75
p16	46	41	0	999	58
p17	42	49	0	999	81
p18	83	57	0	999	3
p19	43	64	0	999	7
p20	50	76	0	999	63
p21	72	58	0	999	41
p22	13	83	0	999	62
p23	26	75	0	999	21
p24	29	75	0	999	10
p25	54	14	0	999	58
p26	12	62	0	999	23
p27	93	33	0	999	43
p28	1	25	0	999	33
p29	67	8	0	999	33
d0	57	23	0	999	-78
d1	5	3	0	999	-76
d2	14	96	0	999	-14
d3	93	15	0	999	-31
d4	77	35	0	999	-33
d5	36	61	0	999	-83
d6	22	47	0	999	-5
d7	7	93	0	999	-44
d8	4	86	0	999	-82
d9	93	52	0	999	-76
d10	16	2	0	999	-27
d11	60	73	0	999	-99
d12	82	79	0	999	-27
d13	69	18	0	999	-76
d14	62	94	0	999	-11
d15	93	63	0	999	-75
d16	74	77	0	999	-58
d17	64	26	0	999	-81
d18	64	16	0	999	-3
d19	64	27	0	999	-7
d20	34	7	0	999	-63
d21	32	64	0	999	-41
d22	58	61	0	999	-62
d23	46	27	0	999	-21
d24	65	35	0	999	-10
d25	34	1	0	999	-58
d26	13	19	0	999	-23
d27	24	18	0	999	-43
d28	84	13	0	999	-33
d29	24	34	0	999	-33
o0	12	57	0	999	0
o1	13	54	0	999	0
o2	93	11	0	999	0
e0	43	12	0	999	0
e1	31	47	0	999	0
e2	64	61	0	999	0
t0	78	37	0	999	0
t1	6	54	0	999	0
t2	12	76	0	999	0
