nr	nv	nt	capacity
12	2	2	100

node	x	y	a	b	load
p0	97	3	0	999	58
p1	11	47	0	999	90
p2	73	31	0	999	87
p3	40	47	0	999	8
p4	94	55	0	999	46
p5	12	11	0	999	3
p6	3	15	0	999	18
p7	97	91	0	999	50
p8	44	40	0	999	48
p9	74	62	0	999	59
p10	12	50	0	999	40
p11	96	76	0	999	38
d0	51	92	0	999	-58
d1	52	64	0	999	-90
d2	90	19	0	999	-87
d3	20	15	0	999	-8
d4	72	47	0	999	-46
d5	32	36	0	999	-3
d6	69	25	0	999	-18
d7	7	96	0	999	-50
d8	96	0	0	999	-48
d9	15	96	0	999	-59
d10	73	15	0	999	-40
d11	66	2	0	999	-38
o0	62	20	0	999	0
o1	90	98	0	999	0
e0	48	88	0	999	0
e1	46	74	0	999	0
t0	58	74	0	999	0
t1	84	58	0	999	0
