nr	nv	nt	capacity
12	2	2	100

node	x	y	a	b	load
p0	22	33	0	999	60
p1	59	19	0	999	53
p2	99	64	0	999	7
p3	15	10	0	999	99
p4	17	31	0	999	67
p5	82	15	0	999	60
p6	56	16	0	999	47
p7	11	36	0	999	51
p8	82	2	0	999	2
p9	56	98	0	999	66
p10	69	5	0	999	95
p11	20	54	0	999	57
d0	59	95	0	999	-60
d1	3	36	0	999	-53
d2	66	30	0	999	-7
d3	92	20	0	999	-99
d4	88	10	0	999	-67
d5	39	67	0	999	-60
d6	96	2	0	999	-47
d7	71	88	0	999	-51
d8	88	32	0	999	-2
d9	4	4	0	999	-66
d10	6	97	0	999	-95
d11	71	95	0	999	-57
o0	0	50	0	999	0
o1	91	20	0	999	0
e0	83	78	0	999	0
e1	42	32	0	999	0
t0	7	67	0	999	0
t1	47	42	0	999	0
