nr	nv	nt	capacity
12	3	3	100

node	x	y	a	b	load
p0	48	53	0	999	44
p1	88	70	0	999	24
p2	36	31	0	999	95
p3	23	10	0	999	62
p4	36	33	0	999	50
p5	90	88	0	999	99
p6	41	84	0	999	68
p7	49	55	0	999	78
p8	47	7	0	999	71
p9	14	20	0	999	78
p10	8	48	0	999	17
p11	54	61	0	999	41
d0	21	70	0	999	-44
d1	51	5	0	999	-24
d2	29	98	0	999	-95
d3	61	27	0	999	-62
d4	70	94	0	999	-50
d5	40	98	0	999	-99
d6	56	26	0	999	-68
d7	86	88	0	999	-78
d8	10	83	0	999	-71
d9	25	53	0	999	-78
d10	21	3	0	999	-17
d11	28	87	0	999	-41
o0	4	80	0	999	0
o1	32	48	0	999	0
o2	41	7	0	999	0
e0	87	25	0	999	0
e1	72	29	0	999	0
e2	53	89	0	999	0
t0	18	61	0	999	0
t1	1	52	0	999	0
t2	26	86	0	999	0
