nr	nv	nt	capacity
12	3	3	100

node	x	y	a	b	load
p0	62	16	0	999	39
p1	2	34	0	999	57
p2	26	77	0	999	23
p3	68	69	0	999	64
p4	89	97	0	999	43
p5	86	1	0	999	74
p6	12	48	0	999	8
p7	61	95	0	999	27
p8	38	40	0	999	70
p9	40	5	0	999	3
p10	41	69	0	999	13
p11	33	80	0	999	28
d0	46	72	0	999	-39
d1	15	97	0	999	-57
d2	49	47	0	999	-23
d3	20	61	0	999	-64
d4	38	29	0	999	-43
d5	61	67	0	999	-74
d6	26	65	0	999	-8
d7	51	25	0	999	-27
d8	82	38	0	999	-70
d9	32	37	0	999	-3
d10	0	28	0	999	-13
d11	75	48	0	999	-28
o0	39	7	0	999	0
o1	61	29	0	999	0
o2	20	99	0	999	0
e0	10	38	0	999	0
e1	87	23	0	999	0
e2	34	36	0	999	0
t0	7	67	0	999	0
t1	73	49	0	999	0
t2	78	99	0	999	0
