nr	nv	nt	capacity
12	3	3	100

node	x	y	a	b	load
p0	84	73	0	999	36
p1	55	34	0	999	78
p2	86	96	0	999	36
p3	70	64	0	999	57
p4	9	69	0	999	99
p5	70	35	0	999	75
p6	31	31	0	999	2
p7	77	27	0	999	76
p8	2	33	0	999	56
p9	26	96	0	999	41
p10	84	76	0	999	87
p11	8	22	0	999	27
d0	48	19	0	999	-36
d1	69	39	0	999	-78
d2	36	63	0	999	-36
d3	39	71	0	999	-57
d4	54	44	0	999	-99
d5	76	41	0	999	-75
d6	84	74	0	999	-2
d7	17	33	0	999	-76
d8	34	33	0	999	-56
d9	8	23	0	999	-41
d10	0	56	0	999	-87
d11	52	36	0	999	-27
o0	1	80	0	999	0
o1	20	52	0	999	0
o2	64	4	0	999	0
e0	85	31	0	999	0
e1	40	78	0	999	0
e2	91	58	0	999	0
t0	76	4	0	999	0
t1	89	83	0	999	0
t2	49	74	0	999	0
