nr	nv	nt	capacity
12	3	3	100

node	x	y	a	b	load
p0	79	72	0	999	35
p1	40	41	0	999	12
p2	77	60	0	999	16
p3	32	38	0	999	38
p4	87	55	0	999	44
p5	36	80	0	999	19
p6	60	17	0	999	41
p7	28	93	0	999	83
p8	43	30	0	999	74
p9	54	20	0	999	86
p10	14	98	0	999	77
p11	69	47	0	999	66
d0	23	51	0	999	-35
d1	52	25	0	999	-12
d2	88	79	0	999	-16
d3	50	39	0	999	-38
d4	86	49	0	999	-44
d5	87	65	0	999	-19
d6	87	78	0	999	-41
d7	56	53	0	999	-83
d8	85	14	0	999	-74
d9	11	96	0	999	-86
d10	55	61	0	999	-77
d11	39	39	0	999	-66
o0	86	15	0	999	0
o1	68	11	0	999	0
o2	77	57	0	999	0
e0	12	5	0	999	0
e1	99	32	0	999	0
e2	19	67	0	999	0
t0	53	48	0	999	0
t1	15	62	0	999	0
t2	47	14	0	999	0
