nr	nv	nt	capacity
12	3	3	100

node	x	y	a	b	load
p0	59	28	0	999	87
p1	86	52	0	999	59
p2	11	3	0	999	5
p3	12	11	0	999	60
p4	80	54	0	999	36
p5	88	82	0	999	83
p6	94	99	0	999	8
p7	82	47	0	999	48
p8	82	57	0	999	70
p9	23	56	0	999	82
p10	75	13	0	999	67
p11	53	66	0	999	96
d0	35	17	0	999	-87
d1	79	32	0	999	-59
d2	94	81	0	999	-5
d3	15	84	0	999	-60
d4	63	97	0	999	-36
d5	77	16	0	999	-83
d6	67	97	0	999	-8
d7	40	96	0	999	-48
d8	9	43	0	999	-70
d9	77	26	0	999	-82
d10	6	84	0	999	-67
d11	8	7	0	999	-96
o0	47	11	0	999	0
o1	30	79	0	999	0
o2	64	57	0	999	0
e0	0	20	0	999	0
e1	8	77	0	999	0
e2	19	14	0	999	0
t0	25	69	0	999	0
t1	79	79	0	999	0
t2	44	13	0	999	0
