nr	nv	nt	capacity
12	3	3	100

node	x	y	a	b	load
p0	57	13	0	999	66
p1	74	86	0	999	2
p2	83	43	0	999	2
p3	92	99	0	999	50
p4	58	77	0	999	79
p5	88	93	0	999	72
p6	46	21	0	999	27
p7	47	12	0	999	37
p8	15	56	0	999	23
p9	90	80	0	999	26
p10	32	68	0	999	81
p11	25	59	0	999	96
d0	65	26	0	999	-66
d1	72	39	0	999	-2
d2	10	81	0	999	-2
d3	68	94	0	999	-50
d4	94	81	0	999	-79
d5	47	60	0	999	-72
d6	30	80	0	999	-27
d7	74	37	0	999	-37
d8	16	89	0	999	-23
d9	59	20	0	999	-26
d10	90	51	0	999	-81
d11	37	21	0	999	-96
o0	25	33	0	999	0
o1	49	92	0	999	0
o2	72	13	0	999	0
e0	7	86	0	999	0
e1	62	69	0	999	0
e2	27	11	0	999	0
t0	14	32	0	999	0
t1	96	22	0	999	0
t2	15	52	0	999	0
