nr	nv	nt	capacity
12	3	3	100

node	x	y	a	b	load
p0	19	18	0	999	56
p1	11	41	0	999	70
p2	45	94	0	999	88
p3	92	33	0	999	64
p4	66	35	0	999	81
p5	73	5	0	999	46
p6	79	46	0	999	85
p7	41	15	0	999	8
p8	15	56	0	999	69
p9	47	0	0	999	89
p10	8	35	0	999	75
p11	49	59	0	999	79
d0	32	73	0	999	-56
d1	34	9	0	999	-70
d2	48	10	0	999	-88
d3	62	16	0	999	-64
d4	87	10	0	999	-81
d5	22	21	0	999	-46
d6	87	3	0	999	-85
d7	77	22	0	999	-8
d8	26	65	0	999	-69
d9	69	30	0	999	-89
d10	80	97	0	999	-75
d11	24	48	0	999	-79
o0	62	98	0	999	0
o1	82	57	0	999	0
o2	2	49	0	999	0
e0	58	47	0	999	0
e1	98	75	0	999	0
e2	9	91	0	999	0
t0	62	2	0	999	0
t1	21	54	0	999	0
t2	65	42	0	999	0
