nr	nv	nt	capacity
30	2	1	100

node	x	y	a	b	load
p0	86	32	0	999	68
p1	58	63	0	999	47
p2	87	9	0	999	24
p3	20	27	0	999	30
p4	72	74	0	999	80
p5	94	97	0	999	78
p6	99	64	0	999	13
p7	15	60	0	999	51
p8	88	85	0	999	55
p9	90	16	0	999	40
p10	61	21	0	999	7
p11	72	52	0	999	35
p12	23	98	0	999	50
p13	98	84	0	999	96
p14	72	2	0	999	18
p15	61	55	0	999	92
p16	19	31	0	999	54
p17	1	7	0	999	54
p18	88	98	0	999	47
p19	33	91	0	999	62
p20	10	24	0	999	92
p21	46	31	0	999	24
p22	6	96	0	999	91
p23	68	88	0	999	93
p24	2	20	0	999	33
p25	50	97	0	999	23
p26	69	52	0	999	32
p27	17	15	0	999	91
p28	43	43	0	999	97
p29	26	87	0	999	88
d0	13	77	0	999	-68
d1	17	48	0	999	-47
d2	49	25	0	999	-24
d3	59	27	0	999	-30
d4	37	68	0	999	-80
d5	4	10	0	999	-78
d6	23	60	0	999	-13
d7	37	19	0	999	-51
d8	60	33	0	999	-55
d9	61	44	0	999	-40
d10	1	27	0	999	-7
d11	44	35	0	999	-35
d12	21	25	0	999	-50
d13	98	31	0	999	-96
d14	92	61	0	999	-18
d15	4	92	0	999	-92
d16	92	97	0	999	-54
d17	0	64	0	999	-54
d18	17	52	0	999	-47
d19	94	84	0	999	-62
d20	48	42	0	999	-92
d21	4	15	0	999	-24
d22	22	85	0	999	-91
d23	19	74	0	999	-93
d24	6	43	0	999	-33
d25	28	17	0	999	-23
d26	45	4	0	999	-32
d27	30	69	0	999	-91
d28	89	23	0	999	-97
d29	69	9	0	999	-88
o0	70	16	0	999	0
o1	20	65	0	999	0
e0	65	26	0	999	0
e1	64	89	0	999	0
t0	0	55	0	999	0
