nr	nv	nt	capacity
30	2	1	100

node	x	y	a	b	load
p0	42	82	0	999	88
p1	68	36	0	999	3
p2	56	59	0	999	60
p3	44	32	0	999	54
p4	67	44	0	999	5
p5	53	61	0	999	78
p6	99	21	0	999	10
p7	5	13	0	999	49
p8	81	96	0	999	14
p9	51	27	0	999	62
p10	31	21	0	999	83
p11	21	60	0	999	63
p12	33	26	0	999	63
p13	64	43	0	999	90
p14	74	17	0	999	80
p15	90	10	0	999	12
p16	23	97	0	999	90
p17	87	96	0	999	62
p18	67	35	0	999	5
p19	6	38	0	999	27
p20	58	48	0	999	74
p21	35	68	0	999	13
p22	36	2	0	999	12
p23	74	97	0	999	33
p24	29	68	0	999	16
p25	20	42	0	999	42
p26	30	0	0	999	57
p27	58	75	0	999	84
p28	33	80	0	999	80
p29	80	93	0	999	54
d0	56	52	0	999	-88
d1	90	0	0	999	-3
d2	35	98	0	999	-60
d3	44	28	0	999	-54
d4	40	10	0	999	-5
d5	96	10	0	999	-78
d6	85	4	0	999	-10
d7	78	78	0	999	-49
d8	96	64	0	999	-14
d9	92	32	0	999	-62
d10	4	48	0	999	-83
d11	19	33	0	999	-63
d12	21	97	0	999	-63
d13	26	10	0	999	-90
d14	87	14	0	999	-80
d15	94	13	0	999	-12
d16	6	95	0	999	-90
d17	85	77	0	999	-62
d18	79	49	0	999	-5
d19	42	40	0	999	-27
d20	24	93	0	999	-74
d21	93	76	0	999	-13
d22	3	18	0	999	-12
d23	84	9	0	999	-33
d24	92	66	0	999	-16
d25	12	32	0	999	-42
d26	3	88	0	999	-57
d27	62	18	0	999	-84
d28	74	51	0	999	-80
d29	58	74	0	999	-54
o0	73	2	0	999	0
o1	95	51	0	999	0
e0	79	70	0	999	0
e1	14	56	0	999	0
t0	63	56	0	999	0
