nr	nv	nt	capacity
30	2	1	100

node	x	y	a	b	load
p0	96	39	0	999	50
p1	39	96	0	999	29
p2	87	30	0	999	23
p3	71	91	0	999	42
p4	16	94	0	999	45
p5	59	30	0	999	89
p6	64	79	0	999	20
p7	40	52	0	999	15
p8	59	98	0	999	12
p9	2	94	0	999	64
p10	75	25	0	999	24
p11	25	72	0	999	27
p12	16	17	0	999	7
p13	71	79	0	999	50
p14	64	99	0	999	95
p15	53	80	0	999	59
p16	76	34	0	999	47
p17	23	9	0	999	21
p18	10	81	0	999	25
p19	94	39	0	999	77
p20	74	47	0	999	50
p21	50	80	0	999	87
p22	46	53	0	999	91
p23	80	69	0	999	77
p24	52	21	0	999	96
p25	78	4	0	999	45
p26	18	94	0	999	25
p27	48	78	0	999	97
p28	68	5	0	999	53
p29	85	88	0	999	2
d0	48	3	0	999	-50
d1	79	97	0	999	-29
d2	35	52	0	999	-23
d3	16	36	0	999	-42
d4	19	3	0	999	-45
d5	97	94	0	999	-89
d6	68	17	0	999	-20
d7	93	85	0	999	-15
d8	23	73	0	999	-12
d9	8	85	0	999	-64
d10	49	17	0	999	-24
d11	5	59	0	999	-27
d12	87	38	0	999	-7
d13	24	47	0	999	-50
d14	50	37	0	999	-95
d15	46	95	0	999	-59
d16	30	69	0	999	-47
d17	54	15	0	999	-21
d18	16	25	0	999	-25
d19	43	0	0	999	-77
d20	33	20	0	999	-50
d21	64	76	0	999	-87
d22	58	14	0	999	-91
d23	17	27	0	999	-77
d24	41	58	0	999	-96
d25	64	11	0	999	-45
d26	46	36	0	999	-25
d27	0	58	0	999	-97
d28	74	15	0	999	-53
d29	91	14	0	999	-2
o0	45	90	0	999	0
o1	4	20	0	999	0
e0	1	97	0	999	0
e1	16	53	0	999	0
t0	27	35	0	999	0
