nr	nv	nt	capacity
30	2	1	100

node	x	y	a	b	load
p0	13	72	0	999	13
p1	87	46	0	999	44
p2	68	34	0	999	59
p3	93	68	0	999	31
p4	6	2	0	999	70
p5	21	51	0	999	39
p6	54	79	0	999	21
p7	83	53	0	999	57
p8	90	33	0	999	38
p9	22	78	0	999	3
p10	89	50	0	999	44
p11	97	97	0	999	5
p12	82	91	0	999	55
p13	28	41	0	999	43
p14	47	90	0	999	68
p15	87	69	0	999	67
p16	95	50	0	999	50
p17	20	90	0	999	64
p18	49	46	0	999	25
p19	9	65	0	999	14
p20	37	23	0	999	6
p21	99	67	0	999	54
p22	34	97	0	999	31
p23	54	8	0	999	1
p24	48	78	0	999	44
p25	7	25	0	999	45
p26	66	21	0	999	96
p27	82	55	0	999	7
p28	19	19	0	999	20
p29	53	49	0	999	75
d0	72	47	0	999	-13
d1	6	42	0	999	-44
d2	27	24	0	999	-59
d3	44	73	0	999	-31
d4	0	89	0	999	-70
d5	88	42	0	999	-39
d6	88	0	0	999	-21
d7	44	86	0	999	-57
d8	67	22	0	999	-38
d9	73	76	0	999	-3
d10	32	89	0	999	-44
d11	25	23	0	999	-5
d12	9	51	0	999	-55
d13	26	11	0	999	-43
d14	4	83	0	999	-68
d15	31	26	0	999	-67
d16	51	39	0	999	-50
d17	51	86	0	999	-64
d18	71	90	0	999	-25
d19	59	8	0	999	-14
d20	47	18	0	999	-6
d21	89	19	0	999	-54
d22	54	81	0	999	-31
d23	2	55	0	999	-1
d24	34	11	0	999	-44
d25	17	47	0	999	-45
d26	20	1	0	999	-96
d27	76	62	0	999	-7
d28	27	46	0	999	-20
d29	6	88	0	999	-75
o0	51	6	0	999	0
o1	28	15	0	999	0
e0	19	48	0	999	0
e1	33	62	0	999	0
t0	38	3	0	999	0
