nr	nv	nt	capacity
30	2	1	100

node	x	y	a	b	load
p0	15	13	0	999	23
p1	33	16	0	999	18
p2	25	1	0	999	31
p3	54	49	0	999	66
p4	18	21	0	999	76
p5	91	1	0	999	50
p6	42	10	0	999	54
p7	91	18	0	999	87
p8	99	44	0	999	99
p9	15	31	0	999	53
p10	38	61	0	999	79
p11	78	76	0	999	40
p12	24	53	0	999	66
p13	93	62	0	999	64
p14	8	29	0	999	19
p15	61	54	0	999	62
p16	5	35	0	999	44
p17	47	26	0	999	11
p18	5	93	0	999	40
p19	76	37	0	999	74
p20	18	68	0	999	83
p21	43	31	0	999	65
p22	8	55	0	999	98
p23	72	43	0	999	5
p24	77	64	0	999	72
p25	35	79	0	999	58
p26	91	89	0	999	24
p27	4	41	0	999	91
p28	55	33	0	999	55
p29	89	74	0	999	87
d0	35	64	0	999	-23
d1	38	68	0	999	-18
d2	71	20	0	999	-31
d3	62	15	0	999	-66
d4	85	31	0	999	-76
d5	81	57	0	999	-50
d6	31	17	0	999	-54
d7	10	26	0	999	-87
d8	73	93	0	999	-99
d9	14	23	0	999	-53
d10	97	91	0	999	-79
d11	87	82	0	999	-40
d12	15	33	0	999	-66
d13	92	9	0	999	-64
d14	79	40	0	999	-19
d15	20	95	0	999	-62
d16	88	75	0	999	-44
d17	78	52	0	999	-11
d18	3	39	0	999	-40
d19	98	13	0	999	-74
d20	45	55	0	999	-83
d21	67	51	0	999	-65
d22	18	49	0	999	-98
d23	2	91	0	999	-5
d24	33	79	0	999	-72
d25	5	21	0	999	-58
d26	50	50	0	999	-24
d27	49	85	0	999	-91
d28	70	84	0	999	-55
d29	53	53	0	999	-87
o0	26	54	0	999	0
o1	22	3	0	999	0
e0	14	6	0	999	0
e1	51	23	0	999	0
t0	56	3	0	999	0
