nr	nv	nt	capacity
30	2	1	100

node	x	y	a	b	load
p0	67	32	0	999	75
p1	57	53	0	999	35
p2	41	40	0	999	17
p3	41	22	0	999	47
p4	27	36	0	999	48
p5	85	23	0	999	73
p6	76	66	0	999	65
p7	96	84	0	999	6
p8	11	33	0	999	74
p9	16	39	0	999	6
p10	81	88	0	999	73
p11	74	71	0	999	61
p12	23	79	0	999	83
p13	8	47	0	999	15
p14	96	88	0	999	92
p15	21	35	0	999	92
p16	61	63	0	999	96
p17	95	59	0	999	24
p18	81	32	0	999	33
p19	51	72	0	999	61
p20	3	80	0	999	76
p21	52	68	0	999	4
p22	52	26	0	999	34
p23	46	81	0	999	98
p24	52	88	0	999	50
p25	98	83	0	999	95
p26	3	0	0	999	91
p27	45	33	0	999	59
p28	19	75	0	999	89
p29	23	93	0	999	66
d0	97	62	0	999	-75
d1	5	3	0	999	-35
d2	80	39	0	999	-17
d3	48	59	0	999	-47
d4	32	46	0	999	-48
d5	64	85	0	999	-73
d6	91	68	0	999	-65
d7	56	35	0	999	-6
d8	74	93	0	999	-74
d9	41	42	0	999	-6
d10	3	22	0	999	-73
d11	79	60	0	999	-61
d12	35	9	0	999	-83
d13	46	84	0	999	-15
d14	14	41	0	999	-92
d15	37	45	0	999	-92
d16	88	62	0	999	-96
d17	91	45	0	999	-24
d18	41	1	0	999	-33
d19	25	17	0	999	-61
d20	98	85	0	999	-76
d21	32	80	0	999	-4
d22	44	20	0	999	-34
d23	57	10	0	999	-98
d24	71	36	0	999	-50
d25	24	24	0	999	-95
d26	76	55	0	999	-91
d27	76	25	0	999	-59
d28	96	9	0	999	-89
d29	69	91	0	999	-66
o0	8	90	0	999	0
o1	74	40	0	999	0
e0	13	18	0	999	0
e1	1	48	0	999	0
t0	52	68	0	999	0
