nr	nv	nt	capacity
5	8	1	100

node	x	y	a	b	load
p0	4	67	0	999	94
p1	41	87	0	999	96
p2	34	11	0	999	79
p3	51	96	0	999	53
p4	0	97	0	999	40
d0	70	77	0	999	-94
d1	37	44	0	999	-96
d2	76	94	0	999	-79
d3	46	46	0	999	-53
d4	46	99	0	999	-40
o0	27	18	0	999	0
o1	68	61	0	999	0
o2	30	82	0	999	0
o3	24	30	0	999	0
o4	69	11	0	999	0
o5	15	99	0	999	0
o6	70	14	0	999	0
o7	7	80	0	999	0
e0	71	15	0	999	0
e1	15	99	0	999	0
e2	3	65	0	999	0
e3	90	29	0	999	0
e4	8	11	0	999	0
e5	40	58	0	999	0
e6	89	24	0	999	0
e7	63	35	0	999	0
t0	46	14	0	999	0
