nr	nv	nt	capacity
5	20	1	100

node	x	y	a	b	load
p0	27	18	0	999	41
p1	86	16	0	999	73
p2	43	17	0	999	69
p3	56	71	0	999	60
p4	57	31	0	999	19
d0	1	66	0	999	-41
d1	52	69	0	999	-73
d2	26	95	0	999	-69
d3	1	21	0	999	-60
d4	70	90	0	999	-19
o0	95	77	0	999	0
o1	61	34	0	999	0
o2	38	51	0	999	0
o3	4	88	0	999	0
o4	30	24	0	999	0
o5	44	31	0	999	0
o6	81	73	0	999	0
o7	75	26	0	999	0
o8	60	83	0	999	0
o9	19	33	0	999	0
o10	12	22	0	999	0
o11	42	5	0	999	0
o12	44	44	0	999	0
o13	58	76	0	999	0
o14	73	70	0	999	0
o15	20	86	0	999	0
o16	9	64	0	999	0
o17	79	32	0	999	0
o18	93	97	0	999	0
o19	92	57	0	999	0
e0	90	66	0	999	0
e1	40	42	0	999	0
e2	56	1	0	999	0
e3	72	92	0	999	0
e4	51	91	0	999	0
e5	79	41	0	999	0
e6	83	65	0	999	0
e7	72	83	0	999	0
e8	78	2	0	999	0
e9	58	43	0	999	0
e10	63	28	0	999	0
e11	27	88	0	999	0
e12	41	26	0	999	0
e13	82	93	0	999	0
e14	55	38	0	999	0
e15	52	54	0	999	0
e16	22	44	0	999	0
e17	1	26	0	999	0
e18	83	64	0	999	0
e19	45	16	0	999	0
t0	46	35	0	999	0
