nr	nv	nt	capacity
5	10	1	100

node	x	y	a	b	load
p0	63	60	0	999	86
p1	88	53	0	999	60
p2	40	71	0	999	27
p3	52	79	0	999	32
p4	78	58	0	999	7
d0	91	82	0	999	-86
d1	62	29	0	999	-60
d2	36	5	0	999	-27
d3	4	5	0	999	-32
d4	96	0	0	999	-7
o0	6	72	0	999	0
o1	61	58	0	999	0
o2	69	12	0	999	0
o3	86	83	0	999	0
o4	31	4	0	999	0
o5	25	50	0	999	0
o6	13	94	0	999	0
o7	77	88	0	999	0
o8	6	89	0	999	0
o9	47	37	0	999	0
e0	11	41	0	999	0
e1	57	15	0	999	0
e2	33	82	0	999	0
e3	14	85	0	999	0
e4	44	47	0	999	0
e5	59	23	0	999	0
e6	72	26	0	999	0
e7	85	71	0	999	0
e8	29	9	0	999	0
e9	26	96	0	999	0
t0	91	85	0	999	0
